symbol-bse,company-full-name
DBOL,DHAMPUR BIO ORGANICS LIMITED
DHAMSUGR,DHAMPUR SUGAR (KASHIPUR) LTD.
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.
DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD
DHANADACO,DHANADA CORPORATION LTD.
DHANROTO,DHANALAXMI ROTO SPINNERS LTD.
DEL,DHANASHREE ELECTRONICS LIMITED
DHANBANK,DHANLAXMI BANK LIMITED
DHANCOT,DHANLAXMI COTEX LTD.
DHANFAB,DHANLAXMI FABRICS LTD.
DHANSAFAL,DHANSAFAL FINSERVE LIMITED
DHANUKA,DHANUKA AGRITECH LTD.
ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.
DHARAN,DHARAN INFRA-EPC LIMITED
DHARFIN,DHARANI FINANCE LTD.
DHARSUGAR,DHARANI SUGARS & CHEMICALS LTD
DHARMAJ,DHARMAJ CROP GUARD LIMITED
DHARNI,DHARNI CAPITAL SERVICES LIMITE
DHARTI,DHARTI PROTEINS LIMITED
DHATRE,DHATRE UDYOG LIMITED
DHENUBUILD,DHENU BUILDCON INFRA LTD.
DHILLON,DHILLON FREIGHT CARRIER LIMITE
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.
DHPIND,DHP INDIA LTD.
DHRUV,DHRUV CONSULTANCY SERVICES LIM
DWL,DHRUV WELLNESS LIMITED
DHRUVCA,DHRUVA CAPITAL SERVICES LTD.
DHUNINV,DHUNSERI INVESTMENTS LTD.
DTIL,DHUNSERI TEA & INDUSTRIES LTD
DVL,DHUNSERI VENTURES LIMITED
DHYAANITR,DHYAANI TRADEVENTTURES LIMITED
DIAMANT,DIAMANT INFRASTRUCTURE LIMITED
DIAMINESQ,DIAMINES & CHEMICALS LTD.
DIACABS,DIAMOND POWER INFRASTRUCTURE L
DIANATEA,DIANA TEA CO.LTD.
DICIND,DIC INDIA LTD.
DIFFNKG,DIFFUSION ENGINEERS LIMITED
DML,DIGGI MULTITRADE LIMITED
DGCONTENT,DIGICONTENT LIMITED
DIGIDRIVE,DIGIDRIVE DISTRIBUTORS LIMITED
DIGILOGIC,DIGILOGIC SYSTEMS LIMITED
DIGISPICE,DIGISPICE TECHNOLOGIES LIMITED
DIGIFIBRE,DIGITAL FIBRE INFRASTRUCTURE T
DIGITIDE,DIGITIDE SOLUTIONS LIMITED
DIGJAMLMTD,DIGJAM LIMITED
DIKSAT,DIKSAT TRANSWORLD LIMITED
DGL,DIKSHA GREENS LIMITED
DILIGENT,DILIGENT INDUSTRIES LTD.
DNAMEDIA,DILIGENT MEDIA CORPORATION LIM
DBL,DILIP BUILDCON LIMITED
DFPL,DINDIGUL FARM PRODUCT LIMITED
DION,DION GLOBAL SOLUTIONS LTD.
DPL,DIPNA PHARMACHEM LIMITED
DISAQ,DISA INDIA LTD.
DISHTV,DISH TV INDIA LTD.
DRL,DISHA RESOURCES LIMITED
DCAL,DISHMAN CARBOGEN AMCIS LIMITED
DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIM
DIVISLAB,DIVIS LABORATORIES LTD.
DIVSHKT,DIVYASHAKTI LIMITED
DIXON,DIXON TECHNOLOGIES (INDIA) LIM
DJML,DJ MEDIAPRINT & LOGISTICS LIMI
DJSSS,DJS STOCK & SHARES LTD.
DLF,DLF LTD.
DMCC,DMCC SPECIALITY CHEMICALS LIMI
DMR,DMR ENGINEERING LIMITED
DODLA,DODLA DAIRY LIMITED
DOLATALGO,DOLAT ALGOTECH LIMITED
DOLFIN,DOLFIN RUBBERS LIMITED
DOLLAR,DOLLAR INDUSTRIES LIMITED
DKUAL,DOLPHIN KITCHEN UTENSILS AND A
DOLPHMED,DOLPHIN MEDICAL SERVICES LTD.
DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (
DOMS,DOMS INDUSTRIES LIMITED
DONEAR,DONEAR INDUSTRIES LTD.
DQE,DQ ENTERTAINMENT (INTERNATIONA
DLCL,DR LALCHANDANI LABS LIMITED
AGARWALEYE,DR. AGARWAL'S HEALTH CARE LIMI
LALPATHLAB,DR. LAL PATHLABS LIMITED
DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD.
DRREDDY,DR.REDDYS LABORATORIES LTD.
DRA,DRA CONSULTANTS LIMITED
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED
DREAMFOLKS,DREAMFOLKS SERVICES LIMITED
DREDGECORP,DREDGING CORPORATION OF INDIA
DRONACHRYA,DRONEACHARYA AERIAL INNOVATION
KEEPLEARN,DSJ KEEP LEARNING LIMITED
ZAPPFRESH,DSM FRESH FOODS LIMITED
DUCON,DUCON INFRATECHNOLOGIES LTD
DUKEOFS,DUKE OFFSHORE LTD.
DUNCANENG,DUNCAN ENGINEERING LIMITED
DUNCANSLTD,DUNCANS INDUSTRIES LTD.
DUROPACK,DUROPACK LTD.
DUROPLY,DUROPLY INDUSTRIES LIMITED
DUTRON,DUTRON POLYMERS LTD.
DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD
DSSL,DYNACONS SYSTEMS & SOLUTIONS L
DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.
DAL,DYNAMIC ARCHISTRUCTURES LIMITE
DYCL,DYNAMIC CABLES LIMITED
DYNAMIND,DYNAMIC INDUSTRIES LTD.
DYNMICR,DYNAMIC MICROSTEPPERS LTD.
DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT &
DYNAVSN,DYNAVISION LTD.
DYNPRO,DYNEMIC PRODUCTS LTD.
EENTER,E AND E ENTERPRISES LIMITED
ELAND,E-LAND APPAREL LIMITED
EIDPARRY,E.I.D.-PARRY (INDIA) LTD.
EARKART,EARKART LIMITED
EARTH,EARTHSTAHL & ALLOYS LIMITED
EASTBUILD,EAST BUILDTECH LTD.
ECSTSTL,EAST COAST STEEL LTD.
EASTINDIA,EAST INDIA DRUMS AND BARRELS M
EASTWEST,EAST WEST FREIGHT CARRIERS LTD
EASTERNGAS,EASTERN GASES LIMITED
EASTSILK,EASTERN SILK INDUSTRIES LTD.
EASTRED,EASTERN TREADS LTD.
EASUN,EASUN CAPITAL MARKETS LIMITED
EASUNREYRL,EASUN REYROLLE LTD.
EASYFIN,EASY FINCORP LIMITED
EASEMYTRIP,EASY TRIP PLANNERS LIMITED
ECLERX,ECLERX SERVICES LTD.
ECOHOTELS,ECO HOTELS AND RESORTS LIMITED
ECORECO,ECO RECYCLING LTD.
ECOBOAR,ECOBOARD INDUSTRIES LTD.
ETIL,ECONO TRADE (INDIA) LIMITED
ECOPLAST,ECOPLAST LTD.
ECOSMOBLTY,ECOS (INDIA) MOBILITY & HOSPIT
ECS,ECS BIZTECH LIMITED
EDELWEISS,EDELWEISS FINANCIAL SERVICES L
EDUCOMP,EDUCOMP SOLUTIONS LTD.
EDVENSWA,EDVENSWA ENTERPRISES LIMITED
EFCIL,EFC (I) LIMITED
EFORU,EFORU ENTERTAINMENT LIMITED
EICHERMOT,EICHER MOTORS LTD.
EIGHTY,EIGHTY JEWELLERS LIMITED
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.
EIHOTEL,EIH LTD.
EIKO,EIKO LIFESCIENCES LIMITED
EIMCOELECO,EIMCO ELECON (INDIA) LTD.
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.
EKANSH,EKANSH CONCEPTS LIMITED
EKENNIS,EKENNIS SOFTWARE SERVICE LIMIT
EKI,EKI ENERGY SERVICES LIMITED
ELFORGE,EL FORGE LTD.
ELANGO,ELANGO INDUSTRIES LTD.
ELANTAS,ELANTAS BECK INDIA LTD.
ELCIDIN,ELCID INVESTMENTS LTD.
ELDEHSG,ELDECO HOUSING & INDUSTRIES LT
ELECON,ELECON ENGINEERING CO.LTD.
EMIL,ELECTRONICS MART INDIA LIMITED
ELECTCAST,ELECTROSTEEL CASTINGS LTD.
ELECTHERM,ELECTROTHERM (INDIA) LTD.
ELEFLOR,ELEGANT FLORICULTURE & AGROTEC
ELEMARB,ELEGANT MARBLES & GRANI INDUST
ELFIN,ELFIN AGRO INDIA LIMITED
ELGIEQUIP,ELGI EQUIPMENTS LTD.
ELIN,ELIN ELECTRONICS LIMITED
ELITECON,ELITECON INTERNATIONAL LIMITED
ELIXIR,ELIXIR CAPITAL LIMITED
ELLEN,ELLENBARRIE INDUSTRIAL GASES L
ELLOPAP,ELLORA PAPER MILLS LTD.
ELNET,ELNET TECHNOLOGIES LTD.
ELPROINTL,ELPRO INTERNATIONAL LTD.
EMAINDIA,EMA INDIA LTD.
EMAMILTD,EMAMI LTD.
EMAMIPAP,EMAMI PAPER MILLS LTD.
EMAMIREAL,EMAMI REALTY LIMITED
EMBDL,EMBASSY DEVELOPMENTS LIMITED
EMBASSY,EMBASSY OFFICE PARKS REIT
EMCURE,EMCURE PHARMACEUTICALS LIMITED
EMERALD,EMERALD FINANCE LIMITED
EMERALL,EMERALD LEISURES LIMITED
EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS
EMGEECA,EMGEE CABLES & COMMUNICATIONS
EMIAC,EMIAC TECHNOLOGIES LIMITED
EMKAY,EMKAY GLOBAL FINANCIAL SERVICE
EMMBI,EMMBI INDUSTRIES LTD
EMMESSA,EMMESSAR BIOTECH & NUTRITION L
EMMFORCE,EMMFORCE AUTOTECH LIMITED
EMMSONS,EMMSONS INTERNATIONAL LTD.
EMMVEE,EMMVEE PHOTOVOLTAIC POWER LIMI
EMPEESUG,EMPEE SUGARS & CHEMICALS LTD.
EMPIND,EMPIRE INDUSTRIES LTD.
EMPOWER,EMPOWER INDIA LTD.
EMROCK,EMROCK CORPORATION LIMITED
EMSLIMITED,EMS LIMITED
EMUDHRA,EMUDHRA LIMITED
ENBETRD,ENBEE TRADE &AMP; FINANCE LTD
ENCASH,ENCASH ENTERTAINMENT LIMITED
ENCHANTE,ENCHANTE JEWELLERY LTD.
ENCODE,ENCODE PACKAGING INDIA LIMITED
ENDURANCE,ENDURANCE TECHNOLOGIES LIMITED
ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD
ENERGYINF,ENERGY INFRASTRUCTURE TRUST
ENGINERSIN,ENGINEERS INDIA LTD.
ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.
ENNORE,ENNORE COKE LTD.
ENTERO,ENTERO HEALTHCARE SOLUTIONS LI
ENTRINT,ENTERPRISE INTERNATIONAL LTD.
ENIL,ENTERTAINMENT NETWORK (INDIA)
ENVAIREL,ENVAIR ELECTRODYNE LTD.
EIEL,ENVIRO INFRA ENGINEERS LIMITED
EON,EON ELECTRIC LTD.
EPBIO,EP BIOCOMPOSITES LIMITED
EPACK,EPACK DURABLE LIMITED
EPACKPEB,EPACK PREFAB TECHNOLOGIES LIMI
EPIC,EPIC ENERGY LTD.
EPIGRAL,EPIGRAL LIMITED
EPL,EPL LIMITED
EPSOMPRO,EPSOM PROPERTIES LTD.
EPUJA,EPUJA SPIRITECH LIMITED
EQUILATERA,EQUILATERAL ENTERPRISES LIMITE
EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLO
EQUITASBNK,EQUITAS SMALL FINANCE BANK LIM
ERABUILD,ERA BUILDSYS LIMITED
EBIX,ERAAYA LIFESPACES LIMITED
ERIS,ERIS LIFESCIENCES LIMITED
EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.
ERPSOFT,ERP SOFT SYSTEMS LTD.
ESARIND,ESAAR (INDIA) LTD.
ESABINDIA,ESAB INDIA LTD.
ESAFSFB,ESAF SMALL FINANCE BANK LTD
ESCORP,ESCORP ASSET MANAGEMENT LIMITE
ESCORTS,ESCORTS KUBOTA LIMITED
ESHAMEDIA,ESHA MEDIA RESEARCH LIMITED
ESKAY,ESKAY KNIT (INDIA) LTD.
ESPIRE,ESPIRE HOSPITALITY LIMITED
ESQRMON,ESQUIRE MONEY GUARANTEES LTD.
ESSARSHPNG,ESSAR SHIPPING LTD.
ESSEX,ESSEX MARINE LIMITED
ESTER,ESTER INDUSTRIES LTD.
ETERNAL,ETERNAL LIMITED
ETHOSLTD,ETHOS LIMITED
EUPHORIAIT,EUPHORIA INFOTECH (INDIA) LIMI
EUREKAFORB,EUREKA FORBES LIMITED
EUREKAI,EUREKA INDUSTRIES LTD.
EUROCERA,EURO CERAMICS LTD.
EUROLED,EURO LEDER FASHION LTD.
EUROMULTI,EURO MULTIVISION LTD.
EUROBOND,EURO PANEL PRODUCTS LIMITED
EUROPRATIK,EURO PRATIK SALES LIMITED
EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS L
EVANS,EVANS ELECTRIC LIMITED
EVEREADY,EVEREADY INDUSTRIES INDIA LTD.
EVERESTIND,EVEREST INDUSTRIES LTD.
EKC,EVEREST KANTO CYLINDER LTD.
EVERESTO,EVEREST ORGANICS LTD.
EVERFIN,EVERLON FINANCIALS LIMITED
EVEXIA,EVEXIA LIFECARE LIMITED
EVOQ,EVOQ REMEDIES LIMITED
EXATO,EXATO TECHNOLOGIES LIMITED
XCLGLASS,EXCEL GLASSES LTD.
EXCELINDUS,EXCEL INDUSTRIES LTD.
EXCELSOFT,EXCELSOFT TECHNOLOGIES LIMITED
EXHICON,EXHICON EVENTS MEDIA SOLUTIONS
EXICOM,EXICOM TELE-SYSTEMS LIMITED
EXIDEIND,EXIDE INDUSTRIES LTD.
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED
EXPLICITFIN,EXPLICIT FINANCE LTD.
EXPOEAPL,EXPO ENGINEERING AND PROJECTS
EXXARO,EXXARO TILES LIMITED
EY,EYANTRA VENTURES LIMITED
FMEC,F MEC INTERNATIONAL FINANCIAL
FAALCON,FAALCON CONCEPTS LIMITED
FABINO,FABINO ENTERPRISES LIMITED
FABCLEAN,FABTECH TECHNOLOGIES CLEANROOM
FABTECH,FABTECH TECHNOLOGIES LIMITED
FACORALL,FACOR ALLOYS LTD.
FACORSTE,FACOR STEELS LTD.
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED
FAMILYCARE,FAMILY CARE HOSPITALS LIMITED
FAZE3Q,FAZE THREE LTD.
FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.
FDC,FDC LTD.
FEDFINA,FEDBANK FINANCIAL SERVICES LIM
FEDDERSHOL,FEDDERS HOLDING LIMITED
FEDERALBNK,FEDERAL BANK LTD.
FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) L
FENOPLAS,FENOPLAST LTD.
FERMENTA,FERMENTA BIOTECH LIMITED
FACT,FERTILIZERS & CHEMICALS TRAVAN
FERVENTSYN,FERVENT SYNERGIES LTD.
FGP,FGP LTD.
FIBERWEB,FIBERWEB (INDIA) LTD.
FIEMIND,FIEM INDUSTRIES LTD.
FILATFASH,FILATEX FASHIONS LTD.
FILATEX,FILATEX INDIA LTD.
FILME,FILMCITY MEDIA LTD.
FILTRA,FILTRA CONSULTANTS AND ENGINEE
FILTRON,FILTRON ENGINEERS LTD.
FINEORG,FINE ORGANIC INDUSTRIES LIMITE
FINELINE,FINE-LINE CIRCUITS LTD.
FTL,FINELISTINGS TECHNOLOGIES LIMI
FCL,FINEOTEX CHEMICAL LTD.
FINKURVE,FINKURVE FINANCIAL SERVICES LT
FINOPB,FINO PAYMENTS BANK LIMITED
FINCABLES,FINOLEX CABLES LTD.
FINPIPE,FINOLEX INDUSTRIES LTD.
1STCUS,FIRST CUSTODIAN FUND (INDIA) L
FIRSTFIN,FIRST FINTEC LIMITED
FSL,FIRSTSOURCE SOLUTIONS LTD.
FISCHER,FISCHER MEDICAL VENTURES LIMIT
FIVESTAR,FIVE-STAR BUSINESS FINANCE LTD
FLAIR,FLAIR WRITING INDUSTRIES LIMIT
FLEXFO,FLEX FOODS LTD.
FLEXITUFF,FLEXITUFF VENTURES INTERNATION
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE
FLORACORP,FLORA CORPORATION LIMITED
FLUIDOM,FLUIDOMAT LTD.
FOCUS,FOCUS BUSINESS SOLUTION LIMITE
FONE4,FONE4 COMMUNICATIONS (INDIA) L
FOODSIN,FOODS & INNS LTD.
FORBESCO,FORBES & COMPANY LTD.
TOTEM,FORBES PRECISION TOOLS AND MAC
FORCEMOT,FORCE MOTORS LTD.
FORTIS,FORTIS HEALTHCARE LTD.
FORTISMLR,FORTIS MALAR HOSPITALS LIMITED
FORINTL,FORTUNE INTERNATIONAL LTD.
FOSECOC,FOSECO CRUCIBLE INDIA LIMITED
FOSECOIND,FOSECO INDIA LTD.
FFPL,FOUNDRY FUEL PRODUCTS LTD.
4THGEN,FOURTH GENERATION INFORMATION
FRACTAL,FRACTAL ANALYTICS LIMITED
FIL,FRACTAL INDUSTRIES LIMITED
FRANKLININD,FRANKLIN INDUSTRIES LIMITED
FRANKLIN,FRANKLIN LEASING AND FINANCE L
FRASER,FRASER AND COMPANY LIMITED
FRATELLI,FRATELLI VINEYARDS LIMITED
FREDUN,FREDUN PHARMACEUTICALS LIMITED
FRONTCAP,FRONTIER CAPITAL LIMITED
FRONTSP,FRONTIER SPRINGS LTD.
FRONTCORP,FRONTLINE CORPORATION LTD.
FRONTFN,FRONTLINE FINANCIAL SERVICES L
FRUTION,FRUITION VENTURE LTD
NYKAA,FSN E-COMMERCE VENTURES LIMITE
UTLSOLAR,FUJIYAMA POWER SYSTEMS LIMITED
FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMI
FUSION,FUSION FINANCE LIMITED
FUTURAPOLY,FUTURA POLYESTERS LTD.
FCONSUMER,FUTURE CONSUMER LIMITED
FEL,FUTURE ENTERPRISES LIMITED
FLFL,FUTURE LIFESTYLE FASHIONS LTD
FMNL,FUTURE MARKET NETWORKS LTD.
FRETAIL,FUTURE RETAIL LTD.
FOSCL,FUTURISTIC OFFSHORE SERVICES &
FUTURSEC,FUTURISTIC SECURITIES LTD.
FUTSOL,FUTURISTIC SOLUTIONS LTD.
FYNX,FYNX CAPITAL LIMITED
GGENG,G G ENGINEERING LIMITED
GMPL,G M POLYPLAST LIMITED
GNA,G N A AXLES LIMITED
GRINFRA,G R INFRAPROJECTS LIMITED
GTEIT,G-TECH INFO-TRAINING LTD.
GGDPROP,G. G. DANDEKAR PROPERTIES LIMI
GKP,G. K. P. PRINTING & PACKAGING
GGAUTO,G.G.AUTOMOTIVE GEARS LTD.
GKCONS,G.K.CONSULTANTS LTD.
GMBREW,G.M.BREWERIES LTD.
GSAUTO,G.S.AUTO INTERNATIONAL LTD.
GTIL,GABION TECHNOLOGIES INDIA LIMI
GABRIEL,GABRIEL INDIA LTD.
GPSL,GABRIEL PET STRAPS LIMITED
GATECH,GACM TECHNOLOGIES LIMITED
GATECHDVR,GACM TECHNOLOGIES LIMITED - DV
ZGAEKWAR,GAEKWAR MILLS LTD.
GAGAN,GAGAN GASES LTD.
GAIL,GAIL (INDIA) LTD.
GAJANANSEC,GAJANAN SECURITIES SERVICES LT
GAJRA,GAJRA BEVEL GEARS LTD.
GGPL,GALA GLOBAL PRODUCTS LIMITED
GALAPREC,GALA PRECISION ENGINEERING LIM
GALACTICO,GALACTICO CORPORATE SERVICES L
GALADAFIN,GALADA FINANCE LIMITED
GALADA,GALADA POWER & TELECOMMUNICATI
GALAGEX,GALAXY AGRICO EXPORTS LTD.
GALXBRG,GALAXY BEARINGS LTD.
GSLTD,GALAXY SUPERMARKET LIMITED
GALAXYSURF,GALAXY SURFACTANTS LIMITED
GALLANTT,GALLANTT ISPAT LIMITED
GALLARD,GALLARD STEEL LIMITED
GALLOPENT,GALLOPS ENTERPRISE LTD.
GAMCO,GAMCO LIMITED
TRADEUNO,GAME CHANGERS TEXFAB LIMITED
GAMMONIND,GAMMON INDIA LTD.
GANDHAR,GANDHAR OIL REFINERY (INDIA) L
GANDHITUBE,GANDHI SPECIAL TUBES LTD.
GANESHBE,GANESH BENZOPLAST LTD.
GANESHCP,GANESH CONSUMER PRODUCTS LIMIT
GANHOLD,GANESH HOLDINGS LTD.
GANESHHOU,GANESH HOUSING LIMITED
GANECOS,GANESHA ECOSPHERE LTD.
GANVERSE,GANESHA ECOVERSE LIMITED
GANGAPA,GANGA PAPERS INDIA LTD.
GANGAPHARM,GANGA PHARMACEUTICALS LIMITED
GANGESSECU,GANGES SECURITIES LTD.
GANGOTRI,GANGOTRI TEXTILES LTD.
GANONPRO,GANON PRODUCTS LIMITED
GARBIFIN,GARBI FINVEST LIMITED
GRSE,GARDEN REACH SHIPBUILDERS & EN
GARGFUR,GARG FURNACE LTD.
GARLNIN,GARLON POLYFAB INDUSTRIES LTD.
GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMIT
GARNET,GARNET CONSTRUCTION LTD.
GARNETINT,GARNET INTERNATIONAL LTD.
GARODCH,GARODIA CHEMICALS LTD.
GARUDA,GARUDA CONSTRUCTION AND ENGINE
GRWRHITECH,GARWARE HI-TECH FILMS LIMITED
GARWAMAR,GARWARE MARINE INDUSTRIES LTD.
GARWAOFFS,GARWARE OFFSHORE SERVICES LIMI
GARWSYN,GARWARE SYNTHETICS LTD.
GARFIBRES,GARWARE TECHNICAL FIBRES LIMIT
GATEWAY,GATEWAY DISTRIPARKS LIMITED
GAUDIUMIVF,GAUDIUM IVF AND WOMEN HEALTH L
GEL,GAUTAM EXIM LIMITED
GGL,GAUTAM GEMS LIMITED
GAYATRIBI,GAYATRI BIOORGANICS LTD.
GAYAHWS,GAYATRI HIGHWAYS LTD
GAYAPROJ,GAYATRI PROJECTS LTD.
GAYATRI,GAYATRI SUGARS LTD.
GBGLOBAL,GB GLOBAL LIMITED
GBLOGISTIC,GB LOGISTICS COMMERCE LIMITED
GCCL,GCCL CONSTRUCTION & REALITIES
GCCLINP,GCCL INFRASTRUCTURE & PROJECTS
GCMCAPI,GCM CAPITAL ADVISORS LTD
GCMCOMM,GCM COMMODITY & DERIVATIVES LT
GCMSECU,GCM SECURITIES LTD
GCONNECT,GCONNECT LOGITECH AND SUPPLY C
GDLLEAS,GDL LEASING & FINANCE LTD.
GVPIL,GE POWER INDIA LTD
GVT&D,GE VERNOVA T&D INDIA LIMITED
GEE,GEE LTD.
GEECEE,GEECEE VENTURES LIMITED
GEETANJ,GEETANJALI CREDIT AND CAPITAL
GEMAROMA,GEM AROMATICS LIMITED
GEMENVIRO,GEM ENVIRO MANAGEMENT LIMITED
GEMSPIN,GEM SPINNERS INDIA LTD.
GEMSI,GEMSTONE INVESTMENTS LTD.
GICRE,GENERAL INSURANCE CORPORATION
GENCON,GENERIC ENGINEERING CONSTRUCTI
GENESIS,GENESIS IBRC INDIA LIMITED
GENESYS,GENESYS INTERNATIONAL CORPORAT
GENNEX,GENNEX LABORATORIES LTD.
GVBL,GENOMIC VALLEY BIOTECH LIMITED
GENPHARMA,GENPHARMASEC LIMITED
GENSOL,GENSOL ENGINEERING LIMITED
GENUSPAPER,GENUS PAPER & BOARDS LIMITED
GENUSPOWER,GENUS POWER INFRASTRUCTURES LT
GENUSPRIME,GENUS PRIME INFRA LIMITED
GEOJITFSL,GEOJIT FINANCIAL SERVICES LIMI
GETALONG,GETALONG ENTERPRISE LIMITED
GFLLIMITED,GFL LIMITED
GHCL,GHCL LTD.
GHCLTEXTIL,GHCL TEXTILES LIMITED
GHUSHINE,GHUSHINE FINTRRADE OCEAN LIMIT
GHVINFRA,GHV INFRA PROJECTS LIMITED
GIANLIFE,GIAN LIFE CARE LIMITED
GICHSGFIN,GIC HOUSING FINANCE LTD.
GILADAFINS,GILADA FINANCE & INVESTMENTS L
GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.
GILLETTE,GILLETTE INDIA LTD.
GINISILK,GINI SILK MILLS LTD.
GINNIFILA,GINNI FILAMENTS LTD.
GITARENEW,GITA RENEWABLE ENERGY LIMITED
GITANJALI,GITANJALI GEMS LTD.
GKENERGY,GK ENERGY LIMITED
GKB,GKB OPHTHALMICS LTD.
GLAAMUP,GLAAM UP JWEL LIMITED
GLANCE,GLANCE FINANCE LTD.
GLAND,GLAND PHARMA LIMITED
GLAXO,GLAXOSMITHKLINE PHARMACEUTICAL
GLEN,GLEN INDUSTRIES LIMITED
GLENMARK,GLENMARK PHARMACEUTICALS LTD.
GLITTEKG,GLITTEK GRANITES LTD.
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.
MEDANTA,GLOBAL HEALTH LIMITED
GBLINFRA,GLOBAL INFRATECH & FINANCE LIM
GLHRL,GLOBAL LONGLIFE HOSPITAL AND R
GLOBALLOG,GLOBAL OCEAN LOGISTICS INDIA L
GSLSU,GLOBAL SURFACES LIMITED
GLOBALVECT,GLOBAL VECTRA HELICORP LTD.
GLOBALE,GLOBALE TESSILE LIMITED
GSTL,GLOBALSPACE TECHNOLOGIES LIMIT
GLOBECIVIL,GLOBE CIVIL PROJECTS LIMITED
GLCL,GLOBE COMMERCIALS LIMITED
GLOBTIER,GLOBTIER INFOTECH LIMITED
GLOBUSCON,GLOBUS CONSTRUCTORS & DEVELOPE
GLOBUSSPR,GLOBUS SPIRITS LTD.
GLOSTERLTD,GLOSTER LTD
GLOTTIS,GLOTTIS LIMITED
GMMPFAUDLR,GMM PFAUDLER LTD.
GMRAIRPORT,GMR AIRPORTS LIMITED
GMRP&UI,GMR POWER AND URBAN INFRA LIMI
EBGNG,GNG ELECTRONICS LIMITED
GODIGIT,GO DIGIT GENERAL INSURANCE LIM
GOCOLORS,GO FASHION (INDIA) LIMITED
GOACARBON,GOA CARBON LTD.
GOBLIN,GOBLIN INDIA LIMITED
GOCLCORP,GOCL CORPORATION LIMITED
GODAVARIB,GODAVARI BIOREFINERIES LIMITED
GODAVARI,GODAVARI DRUGS LTD.
GPIL,GODAWARI POWER & ISPAT LTD.
GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.
GODREJAGRO,GODREJ AGROVET LIMITED
GODREJCP,GODREJ CONSUMER PRODUCTS LTD.
GODREJIND,GODREJ INDUSTRIES LTD.
GODREJPROP,GODREJ PROPERTIES LTD
GOELCONS,GOEL CONSTRUCTION COMPANY LIMI
GOEL,GOEL FOOD PRODUCTS LIMITED
GBFL,GOENKA BUSINESS & FINANCE LIMI
GOENKA,GOENKA DIAMOND & JEWELS LTD.
GOGIACAPGL,GOGIA CAPITAL GROWTH LIMITED
GOKAKTEX,GOKAK TEXTILES LTD.
GOKEX,GOKALDAS EXPORTS LTD.
GOKULAGRO,GOKUL AGRO RESOURCES LTD
GOKUL,GOKUL REFOILS & SOLVENT LTD.
GOLDCOINHF,GOLD COIN HEALTH FOODS LTD
ZGOLDINV,GOLD ROCK INVESTMENTS LTD.
GOLCA,GOLDEN CARPETS LTD.
GOLDENCREST,GOLDEN CREST EDUCATION & SERVI
GOLDLEG,GOLDEN LEGAND LEASING & FINANC
GOLDENTOBC,GOLDEN TOBACCO LTD.
GOLDIAM,GOLDIAM INTERNATIONAL LTD.
GOLECHA,GOLECHHA GLOBAL FINANCE LTD.
GOLKONDA,GOLKONDA ALUMINIUM EXTRUSIONS
GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY
GONTER,GONTERMANN-PEIPERS (INDIA) LTD
GOODLUCK,GOODLUCK INDIA LIMITED
GOODRICKE,GOODRICKE GROUP LTD.
GOODYEAR,GOODYEAR INDIA LTD.
GOPAIST,GOPAL IRON & STEELS CO.(GUJARA
GOPAL,GOPAL SNACKS LIMITED
GORANIN,GORANI INDUSTRIES LTD.
GOTHIPL,GOTHI PLASCON (INDIA) LTD.
GOURMET,GOURMET GATEWAY INDIA LIMITED
GOWRALE,GOWRA LEASING & FINANCE LTD.
GOYALALUM,GOYAL ALUMINIUMS LIMITED
GOYALASS,GOYAL ASSOCIATES LTD.
GULFPETRO,GP PETROLEUMS LTD
GPTHEALTH,GPT HEALTHCARE LIMITED
GPTINFRA,GPT INFRAPROJECTS LTD.
GRAMEVA,GRAMEVA LIMITED
